Timestamp,Status,Eye_Aspect_Ratio,Mouth_Aspect_Ratio,Blink_Count,Yawn_Count
2024-11-23 21:27:03,Active,0.269,0.293,0,0
2024-11-23 21:27:04,Active,0.259,0.316,0,0
2024-11-23 21:27:04,Active,0.259,0.293,0,0
2024-11-23 21:27:04,Active,0.260,0.302,0,0
2024-11-23 21:27:04,Active,0.315,0.319,0,0
2024-11-23 21:27:04,Active,0.333,0.307,0,0
2024-11-23 21:27:04,Active,0.318,0.316,0,0
2024-11-23 21:27:04,Active,0.326,0.334,0,0
2024-11-23 21:27:04,Active,0.328,0.310,0,0
2024-11-23 21:27:04,Active,0.320,0.319,0,0
2024-11-23 21:27:04,Active,0.331,0.311,0,0
2024-11-23 21:27:05,Active,0.343,0.389,0,0
2024-11-23 21:27:05,Active,0.349,0.334,0,0
2024-11-23 21:27:05,Active,0.339,0.287,0,0
2024-11-23 21:27:05,Active,0.354,0.302,0,0
2024-11-23 21:27:05,Active,0.309,0.250,0,0
2024-11-23 21:27:05,Active,0.365,0.327,0,0
2024-11-23 21:27:05,Active,0.365,0.400,0,0
2024-11-23 21:27:05,Active,0.343,0.520,0,0
2024-11-23 21:27:05,Active,0.361,0.595,0,0
2024-11-23 21:27:05,Active,0.344,0.670,0,0
2024-11-23 21:27:06,Active,0.327,0.584,0,0
2024-11-23 21:27:06,Active,0.329,0.673,0,0
2024-11-23 21:27:06,Active,0.314,0.571,0,0
2024-11-23 21:27:06,Active,0.340,0.614,0,0
2024-11-23 21:27:06,Active,0.344,0.552,0,0
2024-11-23 21:27:06,Active,0.327,0.571,0,0
2024-11-23 21:27:06,Active,0.368,0.606,0,0
2024-11-23 21:27:06,Active,0.330,0.573,0,0
2024-11-23 21:27:06,Active,0.347,0.606,0,0
2024-11-23 21:27:06,Active,0.343,0.594,0,0
2024-11-23 21:27:07,Active,0.347,0.441,0,0
2024-11-23 21:27:07,Active,0.330,0.264,0,0
2024-11-23 21:27:07,Active,0.373,0.238,0,0
2024-11-23 21:27:07,Active,0.337,0.242,0,0
2024-11-23 21:27:07,Active,0.343,0.274,0,0
2024-11-23 21:27:07,Active,0.259,0.283,0,0
2024-11-23 21:27:07,Active,0.313,0.242,0,0
2024-11-23 21:27:07,Active,0.208,0.223,0,0
2024-11-23 21:27:07,Active,0.166,0.278,0,0
2024-11-23 21:27:07,Active,0.298,0.307,0,0
2024-11-23 21:27:08,Active,0.356,0.278,0,0
2024-11-23 21:27:08,Active,0.375,0.297,0,0
2024-11-23 21:27:08,Active,0.365,0.290,0,0
2024-11-23 21:27:08,Active,0.366,0.278,0,0
2024-11-23 21:27:08,Active,0.314,0.256,0,0
2024-11-23 21:27:08,Active,0.311,0.301,0,0
2024-11-23 21:27:08,Active,0.337,0.347,0,0
2024-11-23 21:27:08,Active,0.343,0.341,0,0
2024-11-23 21:27:08,Active,0.305,0.298,0,0
2024-11-23 21:27:08,Active,0.209,0.261,0,0
2024-11-23 21:27:09,Active,0.335,0.261,0,0
2024-11-23 21:27:09,Active,0.184,0.260,0,0
2024-11-23 21:27:09,Active,0.168,0.321,0,0
2024-11-23 21:27:09,Active,0.302,0.312,0,0
2024-11-23 21:27:09,Active,0.344,0.309,0,0
2024-11-23 21:27:09,Active,0.324,0.328,0,0
2024-11-23 21:27:09,Active,0.344,0.308,0,0
2024-11-23 21:27:09,Active,0.334,0.321,0,0
2024-11-23 21:27:09,Active,0.246,0.299,0,0
2024-11-23 21:27:09,Active,0.151,0.308,0,0
2024-11-23 21:27:10,Active,0.250,0.293,0,0
2024-11-23 21:27:10,Active,0.284,0.297,0,0
2024-11-23 21:27:10,Active,0.304,0.315,0,0
2024-11-23 21:27:10,Active,0.281,0.264,0,0
2024-11-23 21:27:10,Active,0.290,0.241,0,0
2024-11-23 21:27:10,Active,0.302,0.241,0,0
2024-11-23 21:27:10,Active,0.280,0.255,0,0
2024-11-23 21:27:10,Active,0.266,0.265,0,0
2024-11-23 21:27:10,Active,0.266,0.237,0,0
2024-11-23 21:27:10,Active,0.274,0.266,0,0
2024-11-23 21:27:11,Active,0.291,0.269,0,0
2024-11-23 21:27:11,Active,0.266,0.246,0,0
2024-11-23 21:27:11,Active,0.281,0.246,0,0
2024-11-23 21:27:11,Active,0.281,0.279,0,0
2024-11-23 21:27:11,Active,0.275,0.278,0,0
2024-11-23 21:27:11,Active,0.297,0.251,0,0
2024-11-23 21:27:11,Active,0.295,0.283,0,0
2024-11-23 21:27:11,Active,0.281,0.266,0,0
2024-11-23 21:27:11,Active,0.280,0.269,0,0
2024-11-23 21:27:11,Active,0.287,0.269,0,0
2024-11-23 21:27:12,Active,0.285,0.326,0,0
2024-11-23 21:27:12,Active,0.293,0.322,0,0
2024-11-23 21:27:12,Active,0.286,0.247,0,0
2024-11-23 21:27:12,Active,0.289,0.297,0,0
2024-11-23 21:27:12,Active,0.303,0.293,0,0
2024-11-23 21:27:12,Active,0.329,0.284,0,0
2024-11-23 21:27:12,Active,0.285,0.247,0,0
2024-11-23 21:27:12,Active,0.217,0.246,0,0
2024-11-23 21:27:12,Active,0.182,0.275,0,0
2024-11-23 21:27:12,SLEEPING !!!,0.224,0.261,0,0
2024-11-23 21:27:13,Active,0.253,0.283,1,0
