Timestamp,Status,Eye_Aspect_Ratio,Mouth_Aspect_Ratio,Blink_Count,Yawn_Count
2024-11-23 11:54:28,Active,0.282,1.054,0,0
2024-11-23 11:54:28,Active,0.262,0.750,0,0
2024-11-23 11:54:28,Active,0.273,0.667,0,0
2024-11-23 11:54:28,Active,0.277,1.000,0,0
2024-11-23 11:54:28,Active,0.292,0.667,0,0
2024-11-23 11:54:28,Active,0.290,1.118,0,0
2024-11-23 11:54:28,Active,0.289,1.342,0,0
2024-11-23 11:54:28,Active,0.299,1.000,0,0
2024-11-23 11:54:28,Active,0.296,1.000,0,0
2024-11-23 11:54:28,Active,0.282,0.707,0,0
2024-11-23 11:54:28,Active,0.282,1.118,0,0
2024-11-23 11:54:28,Active,0.269,0.894,0,0
2024-11-23 11:54:28,Active,0.244,0.800,0,0
2024-11-23 11:54:28,Active,0.253,0.970,0,0
2024-11-23 11:54:28,Active,0.255,1.054,0,0
2024-11-23 11:54:28,Active,0.232,1.000,0,0
2024-11-23 11:54:28,Active,0.218,0.745,0,0
2024-11-23 11:54:28,Active,0.193,0.791,0,0
2024-11-23 11:54:28,Active,0.225,1.000,0,0
2024-11-23 11:54:29,Active,0.273,1.000,0,0
2024-11-23 11:54:29,Active,0.267,1.581,0,0
2024-11-23 11:54:29,Active,0.255,1.083,0,0
2024-11-23 11:54:29,Active,0.260,1.000,0,0
2024-11-23 11:54:29,Active,0.240,1.306,0,0
2024-11-23 11:54:29,Active,0.256,0.632,0,0
2024-11-23 11:54:29,Active,0.252,0.707,0,0
2024-11-23 11:54:29,Active,0.254,1.000,0,0
2024-11-23 11:54:29,Active,0.250,0.745,0,0
2024-11-23 11:54:29,Active,0.241,1.000,0,0
2024-11-23 11:54:29,Active,0.233,0.632,0,0
2024-11-23 11:54:29,Active,0.248,1.237,0,0
2024-11-23 11:54:29,Active,0.240,1.020,0,0
2024-11-23 11:54:29,Active,0.228,1.000,0,0
2024-11-23 11:54:29,Active,0.235,0.933,0,0
2024-11-23 11:54:29,Active,0.239,0.949,0,0
2024-11-23 11:54:29,Active,0.252,0.894,0,0
2024-11-23 11:54:29,Active,0.258,0.997,0,0
2024-11-23 11:54:30,Active,0.268,1.000,0,0
2024-11-23 11:54:30,Active,0.289,1.000,0,0
2024-11-23 11:54:30,Active,0.272,1.000,0,0
2024-11-23 11:54:30,Active,0.283,2.000,0,0
2024-11-23 11:54:30,Active,0.288,1.000,0,0
2024-11-23 11:54:30,Active,0.277,0.632,0,0
2024-11-23 11:54:30,Active,0.236,1.414,0,0
2024-11-23 11:54:30,Active,0.260,2.000,0,0
2024-11-23 11:54:30,Active,0.239,0.894,0,0
2024-11-23 11:54:30,Active,0.257,1.000,0,0
2024-11-23 11:54:30,SLEEPING !!!,0.255,0.500,0,0
2024-11-23 11:54:30,SLEEPING !!!,0.256,0.500,0,0
2024-11-23 11:54:30,SLEEPING !!!,0.259,1.000,0,0
2024-11-23 11:54:30,SLEEPING !!!,0.244,1.414,0,0
2024-11-23 11:54:30,SLEEPING !!!,0.238,0.707,0,0
2024-11-23 11:54:30,SLEEPING !!!,0.241,0.447,0,0
2024-11-23 11:54:30,SLEEPING !!!,0.249,0.707,0,0
2024-11-23 11:54:30,SLEEPING !!!,0.238,0.500,0,0
2024-11-23 11:54:30,SLEEPING !!!,0.230,0.667,0,0
2024-11-23 11:54:30,SLEEPING !!!,0.233,0.000,0,0
2024-11-23 11:54:30,SLEEPING !!!,0.233,0.941,0,0
2024-11-23 11:54:30,SLEEPING !!!,0.228,0.889,0,0
2024-11-23 11:54:30,SLEEPING !!!,0.236,1.000,0,0
2024-11-23 11:54:30,SLEEPING !!!,0.254,1.000,0,0
2024-11-23 11:54:30,SLEEPING !!!,0.243,1.000,0,0
2024-11-23 11:54:30,SLEEPING !!!,0.229,0.791,0,0
2024-11-23 11:54:30,SLEEPING !!!,0.250,0.809,0,0
2024-11-23 11:54:30,SLEEPING !!!,0.249,1.000,0,0
2024-11-23 11:54:30,SLEEPING !!!,0.246,1.000,0,0
2024-11-23 11:54:30,SLEEPING !!!,0.240,0.914,0,0
2024-11-23 11:54:30,SLEEPING !!!,0.241,2.000,0,0
2024-11-23 11:54:31,SLEEPING !!!,0.251,0.750,0,0
2024-11-23 11:54:31,SLEEPING !!!,0.241,0.632,0,0
2024-11-23 11:54:31,SLEEPING !!!,0.236,1.000,0,0
2024-11-23 11:54:31,SLEEPING !!!,0.239,1.000,0,0
2024-11-23 11:54:31,SLEEPING !!!,0.251,1.000,0,0
2024-11-23 11:54:31,SLEEPING !!!,0.253,0.667,0,0
2024-11-23 11:54:31,SLEEPING !!!,0.223,0.632,0,0
2024-11-23 11:54:31,SLEEPING !!!,0.212,0.707,0,0
2024-11-23 11:54:31,SLEEPING !!!,0.207,1.002,0,0
2024-11-23 11:54:31,SLEEPING !!!,0.223,0.950,0,0
2024-11-23 11:54:31,SLEEPING !!!,0.254,1.000,0,0
2024-11-23 11:54:31,SLEEPING !!!,0.286,1.000,0,0
2024-11-23 11:54:31,Active,0.302,0.884,1,0
2024-11-23 11:54:31,Active,0.295,0.800,1,0
2024-11-23 11:54:31,Active,0.294,1.000,1,0
2024-11-23 11:54:31,Active,0.277,1.000,1,0
2024-11-23 11:54:31,Active,0.288,1.342,1,0
2024-11-23 11:54:31,Active,0.264,1.000,1,0
2024-11-23 11:54:31,Active,0.289,inf,1,0
2024-11-23 11:54:31,Active,0.263,0.447,1,0
2024-11-23 11:54:31,Active,0.298,1.000,1,0
2024-11-23 11:54:31,Active,0.286,1.000,1,0
2024-11-23 11:54:31,Active,0.292,0.949,1,0
2024-11-23 11:54:31,Active,0.285,1.031,1,0
2024-11-23 11:54:31,Active,0.278,1.000,1,0
2024-11-23 11:54:31,Active,0.278,1.054,1,0
2024-11-23 11:54:31,Active,0.276,0.667,1,0
2024-11-23 11:54:31,Active,0.266,0.949,1,0
2024-11-23 11:54:31,Active,0.281,0.667,1,0
2024-11-23 11:54:31,Active,0.276,1.000,1,0
2024-11-23 11:54:31,Active,0.291,1.000,1,0
2024-11-23 11:54:31,Active,0.288,1.000,1,0
2024-11-23 11:54:32,Active,0.308,1.118,2,0
2024-11-23 11:54:32,Active,0.298,1.000,2,0
2024-11-23 11:54:32,Active,0.301,1.000,2,0
2024-11-23 11:54:32,Active,0.314,0.667,2,0
2024-11-23 11:54:32,Active,0.284,1.000,2,0
2024-11-23 11:54:32,Active,0.281,0.667,2,0
2024-11-23 11:54:32,Active,0.298,0.745,2,0
2024-11-23 11:54:32,Active,0.313,0.667,3,0
2024-11-23 11:54:32,Active,0.295,0.667,3,0
2024-11-23 11:54:32,Active,0.317,1.000,3,0
2024-11-23 11:54:32,Active,0.323,1.000,3,0
2024-11-23 11:54:32,Active,0.289,1.010,3,0
