Timestamp,Status,Eye_Aspect_Ratio,Mouth_Aspect_Ratio,Blink_Count,Yawn_Count
2024-11-23 21:33:22,Active,0.241,0.281,0,0
2024-11-23 21:33:22,Active,0.247,0.373,0,0
2024-11-23 21:33:22,SLEEPING !!!,0.241,0.440,0,0
2024-11-23 21:33:22,SLEEPING !!!,0.247,0.323,0,0
2024-11-23 21:33:22,Active,0.255,0.242,1,0
2024-11-23 21:33:22,Active,0.241,0.403,1,0
2024-11-23 21:33:23,Active,0.257,0.369,1,0
2024-11-23 21:33:23,Active,0.321,0.261,1,0
2024-11-23 21:33:23,Active,0.315,0.318,1,0
2024-11-23 21:33:23,Active,0.245,0.352,1,0
2024-11-23 21:33:23,Active,0.186,0.311,1,0
2024-11-23 21:33:23,Active,0.257,0.333,1,0
2024-11-23 21:33:23,Active,0.287,0.315,1,0
2024-11-23 21:33:23,Active,0.282,0.255,1,0
2024-11-23 21:33:23,Active,0.276,0.271,1,0
2024-11-23 21:33:24,Active,0.315,0.263,1,0
2024-11-23 21:33:24,Active,0.293,0.441,1,0
2024-11-23 21:33:24,Active,0.328,0.274,1,0
2024-11-23 21:33:24,Active,0.325,0.269,1,0
2024-11-23 21:33:24,Active,0.325,0.286,1,0
2024-11-23 21:33:24,Active,0.319,0.271,1,0
2024-11-23 21:33:24,Active,0.333,0.274,1,0
2024-11-23 21:33:24,Active,0.343,0.274,1,0
2024-11-23 21:33:24,Active,0.316,0.258,1,0
2024-11-23 21:33:24,Active,0.314,0.403,1,0
2024-11-23 21:33:25,Active,0.196,0.272,1,0
2024-11-23 21:33:25,Active,0.085,0.422,1,0
2024-11-23 21:33:25,SLEEPING !!!,0.117,0.411,1,0
2024-11-23 21:33:25,SLEEPING !!!,0.126,0.400,1,0
2024-11-23 21:33:25,SLEEPING !!!,0.105,0.392,1,0
2024-11-23 21:33:25,SLEEPING !!!,0.226,0.409,1,0
2024-11-23 21:33:25,Active,0.298,0.283,2,0
2024-11-23 21:33:25,Active,0.325,0.297,2,0
2024-11-23 21:33:25,Active,0.312,0.267,2,0
2024-11-23 21:33:25,Active,0.314,0.267,2,0
2024-11-23 21:33:26,Active,0.316,0.276,2,0
2024-11-23 21:33:26,Active,0.281,0.280,2,0
2024-11-23 21:33:26,Active,0.293,0.356,2,0
2024-11-23 21:33:26,Active,0.311,0.323,2,0
2024-11-23 21:33:26,Active,0.280,0.316,2,0
2024-11-23 21:33:26,Active,0.272,0.242,2,0
2024-11-23 21:33:26,Active,0.255,0.250,2,0
2024-11-23 21:33:26,Active,0.226,0.299,2,0
2024-11-23 21:33:26,Active,0.240,0.242,2,0
2024-11-23 21:33:26,SLEEPING !!!,0.183,0.240,2,0
2024-11-23 21:33:27,SLEEPING !!!,0.212,0.222,2,0
2024-11-23 21:33:27,SLEEPING !!!,0.238,0.201,2,0
2024-11-23 21:33:27,Active,0.289,0.229,3,0
2024-11-23 21:33:27,Active,0.259,0.151,3,0
2024-11-23 21:33:27,Active,0.225,0.203,3,0
2024-11-23 21:33:28,Active,0.304,0.222,3,0
2024-11-23 21:33:28,Active,0.300,0.269,3,0
2024-11-23 21:33:28,Active,0.289,0.250,3,0
2024-11-23 21:33:28,Active,0.313,0.295,3,0
2024-11-23 21:33:28,Active,0.315,0.286,3,0
2024-11-23 21:33:28,Active,0.306,0.347,3,0
2024-11-23 21:33:28,Active,0.300,0.329,3,0
2024-11-23 21:33:28,Active,0.281,0.420,3,0
2024-11-23 21:33:28,Active,0.117,0.352,3,0
2024-11-23 21:33:28,Active,0.108,0.326,3,0
2024-11-23 21:33:29,SLEEPING !!!,0.226,0.317,3,0
2024-11-23 21:33:29,SLEEPING !!!,0.141,0.465,3,0
2024-11-23 21:33:29,SLEEPING !!!,0.232,0.349,3,0
2024-11-23 21:33:29,Active,0.290,0.356,4,0
2024-11-23 21:33:29,Active,0.303,0.336,4,0
2024-11-23 21:33:29,Active,0.312,0.331,4,0
2024-11-23 21:33:29,Active,0.322,0.358,4,0
2024-11-23 21:33:29,Active,0.301,0.345,4,0
2024-11-23 21:33:29,Active,0.317,0.329,4,0
2024-11-23 21:33:29,Active,0.319,0.318,4,0
2024-11-23 21:33:30,Active,0.322,0.327,4,0
2024-11-23 21:33:30,Active,0.274,0.365,4,0
2024-11-23 21:33:30,Active,0.268,0.331,4,0
2024-11-23 21:33:30,Active,0.286,0.322,4,0
2024-11-23 21:33:30,Active,0.265,0.315,4,0
2024-11-23 21:33:30,Active,0.269,0.336,4,0
2024-11-23 21:33:30,Active,0.189,0.338,4,0
2024-11-23 21:33:30,Active,0.189,0.325,4,0
2024-11-23 21:33:30,SLEEPING !!!,0.196,0.338,4,0
2024-11-23 21:33:30,SLEEPING !!!,0.148,0.334,4,0
2024-11-23 21:33:31,SLEEPING !!!,0.179,0.302,4,0
2024-11-23 21:33:31,SLEEPING !!!,0.165,0.279,4,0
2024-11-23 21:33:31,SLEEPING !!!,0.187,0.288,4,0
2024-11-23 21:33:31,Active,0.265,0.276,5,0
2024-11-23 21:33:31,Active,0.167,0.346,5,0
2024-11-23 21:33:31,Active,0.165,0.307,5,0
2024-11-23 21:33:31,SLEEPING !!!,0.243,0.306,5,0
2024-11-23 21:33:31,Active,0.254,0.276,6,0
2024-11-23 21:33:31,Active,0.267,0.281,6,0
2024-11-23 21:33:31,Active,0.266,0.232,6,0
2024-11-23 21:33:32,Active,0.280,0.269,6,0
2024-11-23 21:33:32,Active,0.157,0.268,6,0
2024-11-23 21:33:32,Active,0.176,0.334,6,0
2024-11-23 21:33:32,SLEEPING !!!,0.196,0.327,6,0
2024-11-23 21:33:32,SLEEPING !!!,0.159,0.292,6,0
2024-11-23 21:33:32,SLEEPING !!!,0.160,0.318,6,0
2024-11-23 21:33:32,SLEEPING !!!,0.239,0.275,6,0
2024-11-23 21:33:32,SLEEPING !!!,0.249,0.320,6,0
2024-11-23 21:33:32,Active,0.257,0.293,7,0
2024-11-23 21:33:32,Active,0.403,0.176,7,0
2024-11-23 21:33:33,Active,0.232,0.269,7,0
2024-11-23 21:33:33,Active,0.245,0.351,7,0
2024-11-23 21:33:33,Active,0.405,0.283,7,0
2024-11-23 21:33:33,Active,0.366,0.269,7,0
2024-11-23 21:33:33,Active,0.216,0.347,7,0
2024-11-23 21:33:33,Active,0.261,0.280,7,0
2024-11-23 21:33:33,Active,0.283,0.268,7,0
2024-11-23 21:33:33,Active,0.170,0.273,7,0
2024-11-23 21:33:33,Active,0.148,0.290,7,0
2024-11-23 21:33:33,SLEEPING !!!,0.188,0.327,7,0
2024-11-23 21:33:34,SLEEPING !!!,0.192,0.294,7,0
2024-11-23 21:33:34,SLEEPING !!!,0.202,0.330,7,0
2024-11-23 21:33:34,SLEEPING !!!,0.168,0.362,7,0
2024-11-23 21:33:34,SLEEPING !!!,0.185,0.418,7,0
2024-11-23 21:33:34,SLEEPING !!!,0.186,0.378,7,0
2024-11-23 21:33:35,Active,0.265,0.334,8,0
2024-11-23 21:33:35,Active,0.137,0.311,8,0
2024-11-23 21:33:35,Active,0.184,0.291,8,0
2024-11-23 21:33:35,SLEEPING !!!,0.175,0.285,8,0
2024-11-23 21:33:35,SLEEPING !!!,0.152,0.268,8,0
2024-11-23 21:33:35,SLEEPING !!!,0.231,0.273,8,0
2024-11-23 21:33:35,SLEEPING !!!,0.212,0.267,8,0
2024-11-23 21:33:35,Active,0.280,0.320,9,0
2024-11-23 21:33:35,Active,0.297,0.289,9,0
2024-11-23 21:33:35,Active,0.274,0.289,9,0
2024-11-23 21:33:36,Active,0.257,0.349,9,0
2024-11-23 21:33:36,Active,0.283,0.300,9,0
2024-11-23 21:33:36,Active,0.288,0.321,9,0
2024-11-23 21:33:36,Active,0.260,0.280,9,0
2024-11-23 21:33:37,Active,0.255,0.360,9,0
2024-11-23 21:33:37,Active,0.282,0.298,9,0
2024-11-23 21:33:37,Active,0.308,0.308,9,0
2024-11-23 21:33:37,Active,0.264,0.274,9,0
2024-11-23 21:33:37,Active,0.283,0.232,9,0
2024-11-23 21:33:37,Active,0.312,0.247,9,0
2024-11-23 21:33:37,Active,0.310,0.300,9,0
2024-11-23 21:33:37,Active,0.301,0.275,9,0
2024-11-23 21:33:38,Active,0.300,0.276,9,0
2024-11-23 21:33:38,Active,0.281,0.251,9,0
2024-11-23 21:33:38,Active,0.273,0.260,9,0
2024-11-23 21:33:38,Active,0.205,0.306,9,0
2024-11-23 21:33:38,Active,0.189,0.305,9,0
2024-11-23 21:33:38,SLEEPING !!!,0.209,0.280,9,0
2024-11-23 21:33:38,Active,0.260,0.280,10,0
2024-11-23 21:33:38,Active,0.311,0.328,10,0
2024-11-23 21:33:38,Active,0.327,0.339,10,0
2024-11-23 21:33:38,Active,0.353,0.358,10,0
2024-11-23 21:33:39,Active,0.356,0.336,10,0
2024-11-23 21:33:39,Active,0.339,0.300,10,0
2024-11-23 21:33:39,Active,0.339,0.325,10,0
2024-11-23 21:33:39,Active,0.348,0.331,10,0
2024-11-23 21:33:39,Active,0.331,0.292,10,0
2024-11-23 21:33:39,Active,0.330,0.328,10,0
2024-11-23 21:33:39,Active,0.314,0.328,10,0
2024-11-23 21:33:39,Active,0.314,0.323,10,0
2024-11-23 21:33:39,Active,0.346,0.320,10,0
2024-11-23 21:33:39,Active,0.314,0.284,10,0
2024-11-23 21:33:40,Active,0.311,0.329,10,0
2024-11-23 21:33:40,Active,0.305,0.334,10,0
2024-11-23 21:33:40,Active,0.328,0.350,10,0
